statement,source,veracity,date
"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.""",Jerome R.  Corsi,0,2008-08-20
"Barack Obama has ""pledged to reduce the size of the military.""",Jerome R.  Corsi,0,2008-08-20
"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",Jerome R.  Corsi,0,2008-08-20
"""It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.""",John McCain,1,2008-08-19
"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",Barack Obama,0,2008-08-18
"On Obama, ""The press warns the 'Taxman Cometh.'""",John McCain,0,2008-08-15
Says Obama replaced the American flag on the tail of his plane with his campaign logo.,Chain email,1,2008-08-15
"The musical Mamma Mia! has ""been selling out for years.""",John McCain,1,2008-08-15
"John McCain worries about nuclear waste in Arizona, but not in Nevada.",Barack Obama,0,2008-08-13
"McCain is ""raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",Democratic National Committee,1,2008-08-13
"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",Barack Obama,1,2008-08-13
"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",John McCain,0,2008-08-12
"""McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' """,Barack Obama,1,2008-08-12
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",John McCain,0,2008-08-12
"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",Barack Obama,0,2008-08-11
"Barack Obama promises higher taxes on ""the sale of your home.""",John McCain,0,2008-08-08
"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",Barack Obama,0,2008-08-08
"""Obama voted to raise taxes on people making just $42,000.""",John McCain,0,2008-08-08
"John McCain refuses to support a new bipartisan energy bill ""because it would take away tax breaks from oil companies like Exxon Mobil.""",Barack Obama,0,2008-08-07
"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",John McCain,1,2008-08-06
"""Big oil's filling John McCain's campaign with $2-million in contributions.""",Barack Obama,1,2008-08-06
"""We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.""",Barack Obama,1,2008-08-05
"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",Chain email,0,2008-08-04
"""Obama will charge a 28 percent tax on all home sales.""",Chain email,0,2008-08-04
"John McCain will keep the estate tax at 0 percent, the same as it is now.",Chain email,0,2008-08-04
"""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.""",Barack Obama,1,2008-08-01
"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",Barack Obama,1,2008-08-01
"""John McCain intervened, which helped Airbus get that Pentagon contract.""",Campaign Money Watch,0,2008-07-31
"Obama ""says he'll raise taxes on electricity.""",John McCain,0,2008-07-31
"""McCain got more money from Airbus' U.S. executives than any other politician.""",Campaign Money Watch,1,2008-07-31
"""Sen. McCain would occupy Iraq indefinitely, against their wishes.""",VoteVets.org,0,2008-07-30
"""Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.""",Barack Obama,1,2008-07-30
"Barack Obama ""is more to the left of the announced Socialist in the United States Senate.""",John McCain,0,2008-07-29
"""He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.""",John McCain,0,2008-07-29
"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",Chain email,0,2008-07-28
"""I have little doubt that we've moved into recession at this point.""",Barack Obama,0,2008-07-25
Says Obama flip-flopped on withdrawing troops from Iraq.,Let Freedom Ring,0,2008-07-24
Says Obama has flip-flopped on public campaign financing.,Let Freedom Ring,1,2008-07-24
"""Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.""",Barack Obama,0,2008-07-23
"Obama ""voted against critical resources: no to individual body armor, no to helicopters, no to ammunition, no to aircraft.""",Republican National Committee,0,2008-07-23
"""For at least a year now, I have called for two additional brigades, perhaps three.""",Barack Obama,1,2008-07-22
McCain has switched to Obama's position on more troops to Afghanistan.,Barack Obama,1,2008-07-22
"Obama ""hasn't been to Iraq in years.""",John McCain,1,2008-07-21
"""Obama never held a single Senate hearing on Afghanistan.""",John McCain,1,2008-07-21
"""Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!""",John McCain,0,2008-07-21
"""We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.""",Barack Obama,1,2008-07-18
"""I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.""",John McCain,0,2008-07-17
"""There are many health insurance plans that will cover Viagra but won't cover birth-control medication.""",John McCain,0,2008-07-16
"""McCain used to buck his party on immigration by fighting for comprehensive reform. . . . But when he was running for his party's nomination, he . . . said that he wouldn't even support his own legislation if it came up for a vote.""",Barack Obama,1,2008-07-16
"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",Barack Obama,1,2008-07-15
Says Obama flip-flopped on warrantless wiretapping.,John McCain,1,2008-07-15
"""I investigated Abramoff and people ended up in jail.""",John McCain,1,2008-07-15
"Barack Obama wants to ""unilaterally disarm our nation.""",Chain email,0,2008-07-15
John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,Democratic National Committee,0,2008-07-11
"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",John McCain,1,2008-07-11
"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",Barack Obama,0,2008-07-11
"""McCain will give more tax breaks to big oil.""",Barack Obama,0,2008-07-10
"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",John McCain,0,2008-07-10
"""If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.""",John McCain,0,2008-07-09
"""Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.""",Barack Obama,0,2008-07-09
"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",Chain email,0,2008-07-08
"""The Iranians continue – in the view of every objective observer – continue to pursue the acquisition of nuclear weapons.""",John McCain,0,2008-07-07
John McCain has changed position on invading Iraq.,Joe Biden,0,2008-07-03
McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.,Chain email,1,2008-07-02
"""The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.""",Bob Barr,1,2008-07-02
"McCain ""hasn't held executive responsibility.""",Wesley Clark,0,2008-07-01
"""I didn't say"" it doesn't really matter whether Gore or Bush is president.",Ralph Nader,0,2008-06-30
"""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.""",Ralph Nader,1,2008-06-30
"""The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.""",Ralph Nader,1,2008-06-30
"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",John McCain,0,2008-06-27
Says Obama opposes offshore drilling and a gas tax holiday.,John McCain,1,2008-06-27
"""When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.""",Barack Obama,1,2008-06-26
"""I've always said it's (offshore drilling) up to the states and I still say that.""",John McCain,1,2008-06-26
"""These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for.""",Barack Obama,0,2008-06-25
"""You know, the approval rating of Congress is down to 13 percent.""",John McCain,1,2008-06-24
"Barack Obama ""passed laws moving people from welfare to work.""",Barack Obama,1,2008-06-23
"""More than half of all black children live in single-parent households, a number that has doubled — doubled — since we were children.""",Barack Obama,1,2008-06-23
